500,10
30,36,8,20,38,25,27,34,16,1
36,10,7,7,24,33,26,38,1,35
11,1,35,13,32,6,21,10,40,21
36,10,35,20,20,21,39,16,4,33
23,28,21,30,18,13,23,1,19,28
20,13,28,1,20,9,25,11,26,3
2,36,13,10,33,10,1,32,25,22
29,17,19,9,6,38,26,13,12,14
32,1,33,37,18,14,19,17,17,12
27,20,7,11,16,16,13,8,12,40
18,37,24,35,23,33,20,7,7,19
19,22,29,13,32,24,4,35,8,11
15,10,40,28,14,3,38,19,35,34
27,33,8,4,26,10,25,26,9,13
1,3,29,38,8,2,5,22,22,32
15,18,11,26,18,3,35,18,34,20
24,39,1,8,2,4,8,13,18,20
14,30,8,12,32,11,19,29,15,38
28,13,22,23,19,34,21,3,19,23
3,9,4,12,10,24,4,17,27,29
8,27,14,23,12,26,27,36,13,19
38,15,11,17,16,10,31,27,1,11
36,31,32,3,24,18,19,17,22,34
19,32,4,16,23,18,21,13,34,11
21,37,33,5,22,25,27,9,30,33
4,6,20,15,2,5,26,6,6,3
4,10,9,10,13,5,17,25,39,10
10,33,19,34,23,28,1,7,1,2
4,39,30,11,19,33,13,39,34,23
24,15,13,40,40,13,14,15,8,38
24,30,3,25,39,16,38,10,7,38
22,17,31,38,8,36,34,22,3,6
21,23,16,35,32,26,22,1,11,33
5,25,6,13,22,39,38,20,16,28
19,34,33,36,25,9,40,4,34,7
32,16,18,37,14,24,17,2,27,40
5,14,22,40,29,36,20,20,15,15
22,35,4,21,10,27,24,32,7,1
34,14,37,19,7,17,31,25,3,29
40,21,26,37,30,16,19,8,18,29
40,13,25,25,4,11,4,25,14,30
35,35,16,35,23,23,30,23,5,1
28,19,13,38,7,19,25,39,37,25
26,8,36,2,34,32,14,1,5,14
35,9,12,37,18,11,6,17,13,21
12,29,12,37,39,40,9,30,11,29
13,9,8,14,11,33,3,27,21,21
22,10,40,4,15,9,27,29,32,33
26,33,38,28,24,26,21,9,39,40
29,40,40,5,16,36,22,36,21,28
13,6,7,22,10,21,21,13,23,31
37,6,29,23,35,31,25,6,31,21
31,22,26,1,24,26,38,34,21,1
10,14,6,22,18,35,8,23,36,21
37,11,28,25,19,23,27,3,15,40
39,17,26,3,32,4,17,21,7,38
1,2,1,32,14,29,11,36,33,31
6,7,9,14,13,26,31,19,11,22
23,13,16,14,17,1,3,28,37,36
12,33,27,39,24,19,14,37,39,2
24,25,25,40,26,6,21,13,20,15
12,36,1,13,19,23,14,38,16,19
11,9,2,26,21,30,39,26,27,35
2,31,20,13,2,37,32,28,1,33
28,25,19,36,34,18,4,19,2,24
28,15,25,20,14,21,30,39,39,27
2,11,17,4,17,31,16,23,16,16
13,27,34,3,12,3,28,14,3,32
24,9,34,7,34,37,23,15,33,35
31,11,10,20,19,21,15,17,20,12
36,19,7,14,8,28,36,16,11,17
27,18,12,35,40,35,33,2,31,26
5,17,37,13,8,22,17,40,5,25
17,26,19,1,4,20,19,11,6,27
22,15,35,31,17,40,37,24,15,37
2,16,32,39,19,35,27,19,7,36
5,13,13,21,21,19,19,30,30,40
11,34,3,24,28,20,20,34,27,11
38,6,31,24,4,7,3,15,19,24
29,23,15,24,13,27,7,26,3,28
26,9,24,39,29,29,22,29,36,21
24,39,9,34,9,29,8,4,10,10
20,10,19,33,28,4,28,8,1,36
39,31,19,15,27,7,13,34,36,39
35,38,2,40,10,31,28,7,29,30
2,30,9,20,24,28,11,32,34,16
32,18,25,11,27,37,13,24,21,24
40,21,29,22,14,13,36,28,15,20
15,35,29,27,7,21,16,30,39,4
4,39,1,1,6,37,10,37,4,37
9,10,29,37,23,39,29,25,18,32
16,24,11,29,15,34,29,19,26,32
15,32,16,24,17,18,38,6,37,11
38,16,32,1,7,29,26,20,39,23
37,7,19,27,26,10,12,29,37,13
35,26,14,33,28,38,17,17,34,23
2,39,31,8,29,10,24,16,37,16
12,40,32,37,36,14,5,4,29,18
33,11,7,37,25,26,2,29,40,9
19,17,13,6,33,19,25,1,37,15
13,9,10,25,27,6,34,11,6,7
38,16,9,34,13,24,9,21,37,25
36,37,2,38,16,38,3,7,18,35
7,11,29,1,20,17,27,16,13,40
32,26,11,40,8,30,23,15,19,7
14,6,29,34,13,28,18,17,3,10
39,24,37,10,25,40,16,3,31,11
30,5,35,34,13,24,20,21,22,10
33,4,34,33,32,2,22,24,6,2
31,20,6,34,37,28,21,4,21,30
40,15,5,32,35,27,15,5,15,2
38,22,13,3,8,37,25,12,28,1
39,24,6,28,26,28,11,19,7,25
27,14,37,36,16,15,10,6,39,23
32,15,32,30,26,34,30,23,8,31
6,7,4,15,21,10,9,33,9,11
34,37,17,30,39,15,40,31,36,35
30,25,33,29,27,35,23,10,9,7
22,8,29,1,15,40,9,5,7,18
10,27,36,14,15,22,39,32,8,20
39,5,8,11,23,20,23,2,11,29
21,39,24,22,14,17,3,31,8,3
23,38,12,32,4,28,26,29,35,6
13,40,24,4,18,10,13,28,16,33
22,34,19,34,40,8,18,28,30,4
5,23,4,21,36,7,22,31,35,17
18,33,20,15,29,40,21,39,29,29
20,26,2,27,16,32,26,21,4,40
24,21,8,36,11,8,39,21,6,11
34,28,22,31,28,36,35,6,3,22
32,39,34,30,12,12,16,24,5,23
33,34,28,40,31,39,12,19,24,13
22,34,30,33,11,37,11,15,35,17
30,3,1,17,5,27,22,12,30,34
12,22,16,23,38,21,25,35,33,25
28,13,22,6,12,37,6,6,37,9
4,15,21,21,12,29,18,37,15,17
34,10,36,17,11,33,1,21,37,13
13,15,6,5,33,16,5,23,4,13
2,1,15,36,21,7,28,12,23,23
22,36,34,31,9,38,40,35,40,38
1,7,39,29,23,19,39,11,32,2
36,20,10,6,38,33,5,27,29,8
24,5,16,33,29,17,4,20,37,22
24,22,32,24,28,23,11,35,15,17
25,29,35,30,24,32,7,18,29,3
19,2,5,23,18,34,23,9,2,13
30,24,11,17,27,26,5,21,34,29
21,36,33,28,39,4,18,27,10,5
27,18,19,28,11,32,15,29,34,31
7,24,27,14,8,27,26,1,34,12
1,5,24,20,31,34,12,13,36,17
4,1,19,7,15,8,33,15,4,4
31,39,29,11,9,4,18,3,15,24
29,26,26,11,35,35,3,7,40,31
1,3,16,36,26,6,23,22,27,5
1,23,22,35,20,18,35,40,14,26
9,19,35,2,17,33,31,35,9,4
29,33,22,21,22,17,21,23,30,35
5,39,14,27,16,38,32,8,33,5
16,14,38,19,17,12,18,38,25,19
10,10,3,22,37,2,12,38,27,40
11,17,22,20,5,39,16,9,6,19
12,34,40,18,12,12,8,40,12,22
10,18,25,30,13,25,30,33,16,20
12,17,25,31,15,4,19,37,37,29
13,19,31,28,30,17,3,20,10,27
18,10,37,36,9,33,28,8,27,24
5,30,2,31,30,34,17,8,5,2
2,27,26,32,28,33,20,29,7,23
39,34,36,27,1,39,1,12,29,35
12,13,29,34,16,40,14,33,3,13
28,12,7,24,7,26,9,11,11,33
17,1,9,36,1,36,37,25,34,12
10,10,33,33,2,24,17,24,17,15
34,6,34,13,3,17,2,39,23,40
11,37,36,24,15,9,39,1,37,22
9,38,31,28,20,24,39,12,40,5
6,5,26,5,22,33,30,24,22,38
16,20,9,38,25,7,11,11,25,3
8,3,29,31,33,14,19,28,20,24
20,2,17,14,40,34,5,15,6,3
24,37,31,40,35,25,6,32,35,4
15,4,8,10,11,31,2,21,24,21
9,40,16,30,13,1,17,39,36,25
14,33,14,9,22,20,13,34,4,30
37,10,38,10,35,14,40,40,23,14
22,36,7,4,14,38,23,2,15,12
8,16,5,27,2,22,16,1,8,8
20,21,39,13,30,9,28,30,38,40
21,8,22,38,12,10,39,17,22,11
21,8,2,27,10,12,5,11,40,17
24,11,35,32,36,24,7,4,14,1
35,18,36,4,3,28,15,14,14,23
7,39,33,40,12,27,11,39,34,13
30,4,39,11,28,25,29,23,35,22
4,20,6,28,13,20,8,40,28,16
40,6,34,12,35,34,1,27,12,8
32,30,27,20,20,27,10,23,36,40
25,3,34,27,18,16,12,6,27,36
39,18,4,38,32,26,23,29,23,26
13,5,31,12,13,38,38,18,28,19
11,14,30,23,2,3,26,26,30,30
40,30,8,1,13,23,35,24,6,12
8,32,21,7,35,15,7,38,21,30
22,28,18,6,9,28,7,38,7,8
39,13,3,7,37,20,18,24,3,17
4,39,31,5,26,33,34,26,37,17
30,37,14,37,12,2,20,36,3,1
33,8,38,13,6,8,32,39,26,18
8,10,24,4,5,13,21,36,34,12
16,3,32,20,1,20,4,5,1,8
21,21,15,15,16,26,4,30,8,21
26,11,25,27,8,10,4,39,35,19
35,1,33,14,7,20,21,40,29,6
30,31,9,32,28,1,36,27,30,23
4,14,37,21,39,27,34,5,3,27
31,16,20,6,29,28,3,40,35,7
22,27,7,13,15,5,9,23,14,33
25,5,24,2,9,28,31,15,17,21
13,34,38,11,39,32,5,15,23,14
16,34,24,32,23,12,25,31,13,27
6,8,9,26,36,24,2,7,5,3
1,40,20,39,19,11,14,36,25,30
40,15,14,37,26,33,26,10,8,26
18,40,38,2,11,14,18,27,19,40
7,26,27,35,18,20,17,20,13,40
36,36,34,16,28,16,37,39,35,38
6,6,14,12,1,10,14,33,19,32
12,4,29,25,19,2,16,16,27,31
2,39,5,25,18,13,20,13,3,21
6,21,27,12,36,22,8,11,21,27
40,22,10,10,2,16,4,2,23,22
11,16,1,30,35,40,1,37,11,9
27,2,2,33,14,35,37,24,2,38
13,36,23,8,15,36,36,5,7,17
40,3,25,1,2,10,3,18,30,17
12,18,32,15,28,40,2,31,14,1
36,31,8,15,33,31,21,21,35,1
7,27,39,18,5,24,31,16,19,8
10,37,37,20,21,32,7,4,26,6
4,1,11,6,4,4,2,33,32,2
25,7,8,12,38,6,12,36,38,24
19,11,16,24,22,21,10,4,22,11
19,35,33,18,26,5,10,33,35,28
28,20,37,7,10,22,30,3,16,11
15,34,7,26,37,24,8,37,4,2
23,27,37,19,30,23,30,33,29,38
28,29,27,17,32,34,33,19,15,11
18,1,12,20,40,18,39,37,37,38
8,37,24,10,11,40,6,22,6,8
1,34,9,13,15,7,17,18,15,5
40,35,33,11,5,21,27,4,33,8
5,15,29,17,6,31,4,15,6,37
38,20,13,31,14,6,8,20,5,6
2,31,30,23,24,8,39,12,23,40
22,28,8,31,16,10,23,23,8,27
2,38,16,20,25,31,18,36,8,5
36,8,28,1,11,12,10,14,37,13
12,40,1,26,17,3,28,14,1,31
5,29,23,2,23,7,4,12,28,35
17,33,38,4,30,12,32,3,13,28
16,7,22,13,29,3,27,30,39,40
2,4,31,4,5,39,39,12,25,33
28,29,39,1,14,15,39,39,32,31
28,21,27,17,19,37,22,40,39,22
4,40,40,5,7,32,27,38,13,9
13,19,20,13,36,34,3,18,8,40
10,12,7,26,15,40,25,23,3,26
17,20,4,36,12,14,2,10,20,38
31,36,24,34,5,18,5,18,39,16
39,20,6,12,32,21,38,6,17,2
31,33,16,2,9,9,30,30,1,26
40,19,33,35,28,32,27,38,40,12
5,20,27,10,15,31,30,29,33,32
18,26,8,2,27,10,2,5,13,24
11,10,22,19,27,6,28,27,38,32
14,35,3,3,22,36,21,27,12,30
16,16,17,5,14,7,3,40,25,38
10,7,23,20,32,35,28,13,25,17
10,23,38,13,2,11,16,39,3,6
1,40,35,18,1,2,14,20,29,4
20,11,5,8,6,13,11,7,5,8
11,25,33,14,13,10,17,37,20,28
6,5,22,2,26,20,13,15,34,34
15,25,30,18,32,32,8,11,35,21
38,10,20,26,5,1,16,13,15,36
4,24,35,17,22,7,11,28,25,38
37,26,18,27,9,24,18,2,24,11
33,20,31,39,10,15,27,7,5,29
36,22,30,21,31,34,40,20,28,22
17,17,18,1,33,40,8,34,27,18
6,38,38,25,6,26,34,17,30,23
30,15,9,25,23,14,28,3,39,34
9,15,34,33,16,9,17,40,26,1
40,8,14,1,32,18,26,34,37,27
14,38,13,36,39,6,5,31,20,19
40,24,18,35,31,24,38,33,38,21
19,28,18,35,7,25,24,37,15,35
5,12,19,20,20,2,13,11,10,12
2,3,1,21,8,38,2,15,24,38
36,37,39,8,20,37,23,8,18,25
22,22,22,40,19,28,36,11,33,22
40,22,16,9,33,1,31,18,18,2
17,20,12,3,18,15,17,6,26,20
16,22,40,39,19,26,13,3,24,15
12,11,39,6,20,11,33,27,28,19
13,18,30,22,6,38,36,28,14,33
26,33,33,26,13,36,2,15,3,16
37,1,38,34,22,32,10,4,10,22
2,3,33,27,23,11,7,27,24,16
18,36,25,40,15,26,9,24,23,38
7,31,2,17,4,19,5,22,20,5
31,22,17,12,6,13,16,19,31,20
12,24,18,33,32,33,23,32,25,34
15,2,27,26,21,40,12,2,30,29
26,16,20,23,31,4,17,37,40,12
15,9,34,19,34,3,3,24,8,12
38,10,27,34,34,3,14,19,32,33
1,7,12,40,3,28,19,32,31,32
31,14,1,9,26,30,1,35,7,38
19,15,31,22,24,4,22,9,1,11
38,39,5,20,22,31,32,2,27,7
14,33,21,16,32,13,29,20,8,20
22,24,9,38,36,30,20,17,31,10
28,20,32,12,18,37,13,23,8,35
27,6,15,9,23,39,25,6,15,15
9,35,2,5,11,36,5,26,39,33
3,32,36,3,38,35,1,1,18,31
25,28,33,38,36,7,26,18,37,12
37,10,1,3,13,4,5,22,5,2
4,11,31,29,12,13,26,12,15,3
22,18,15,25,22,28,32,5,14,20
2,8,34,29,3,31,25,36,35,36
29,37,12,21,25,25,28,34,14,39
11,9,33,19,4,5,38,36,37,6
22,16,20,29,18,34,2,27,11,39
3,20,2,11,7,20,22,39,1,12
28,35,40,35,7,28,1,2,19,22
1,26,39,24,32,21,30,22,30,21
39,29,3,30,18,8,35,37,4,39
33,18,1,14,28,12,3,5,15,39
15,6,24,23,8,29,39,26,37,25
19,4,24,35,36,28,20,16,25,38
2,3,36,15,27,9,26,29,7,40
22,26,6,31,32,39,11,29,31,22
33,13,18,12,12,10,40,20,21,32
2,34,18,2,21,13,5,9,33,1
11,34,40,39,33,9,5,13,19,5
40,32,32,29,17,4,38,36,5,29
15,33,19,30,33,9,17,4,27,15
13,7,39,38,19,37,9,10,14,25
36,32,28,11,11,8,2,24,9,5
39,15,4,15,15,27,29,26,28,30
1,38,9,7,38,33,5,2,29,21
5,3,2,8,4,26,6,2,30,19
23,30,25,32,6,6,32,15,19,31
28,6,7,28,10,7,24,37,3,16
6,36,29,3,30,34,7,40,6,19
30,17,1,14,3,30,24,32,22,8
30,39,19,29,18,36,34,19,1,35
17,8,38,36,5,30,29,21,29,37
34,20,40,14,20,12,4,27,2,39
15,14,1,29,35,26,20,11,9,21
34,15,22,21,30,35,37,10,16,3
11,27,13,36,39,12,36,1,3,37
15,14,18,18,16,19,21,26,33,3
15,29,19,9,2,27,12,2,17,34
23,25,24,8,22,31,29,33,10,18
26,18,36,1,23,24,10,37,14,6
35,19,21,31,35,29,21,3,22,23
27,7,9,10,25,11,4,6,29,35
27,25,7,25,7,39,40,7,31,11
12,4,31,4,21,24,6,35,13,38
10,22,32,36,24,30,27,25,26,13
12,34,22,14,25,38,29,33,9,2
34,22,18,20,6,13,18,15,7,2
32,20,5,18,38,26,20,31,34,3
8,3,25,4,31,14,18,29,6,21
34,40,28,6,15,37,23,5,31,22
31,11,28,33,38,2,22,21,36,6
26,18,29,26,20,15,26,17,11,14
