500,5
21,10,7,37,33
8,33,25,37,27
11,13,5,8,39
11,17,8,27,14
36,11,27,10,40
24,7,27,6,32
35,28,25,14,28
6,16,15,34,21
16,23,3,19,33
18,36,12,12,16
21,39,8,21,19
3,35,33,30,26
36,17,18,34,28
39,14,13,40,26
34,15,1,35,27
34,38,14,20,37
32,37,33,37,15
15,17,25,8,12
17,38,29,11,30
13,7,38,27,35
20,16,14,6,35
33,3,11,17,36
28,31,40,6,3
37,33,25,9,26
38,15,11,12,12
1,12,23,1,4
39,21,9,31,21
39,6,3,21,37
36,16,19,7,12
39,30,39,38,27
9,39,11,31,24
21,9,4,11,16
15,31,12,24,16
5,11,22,7,38
22,28,28,28,2
13,35,5,28,12
11,17,7,15,12
18,33,28,25,19
32,34,21,23,24
19,20,40,8,7
7,23,34,40,23
3,33,32,2,23
9,32,16,34,19
4,35,10,22,32
39,30,32,15,22
29,32,11,2,9
35,20,25,13,8
14,29,14,7,38
2,13,30,20,15
32,8,40,32,19
5,11,32,5,31
16,13,40,13,20
2,6,3,14,3
5,13,8,24,34
38,34,23,14,30
39,5,27,6,37
9,16,11,5,17
15,12,16,7,10
31,16,30,32,11
10,13,5,21,22
28,17,37,13,35
5,24,15,4,18
15,28,9,18,1
13,3,15,20,4
16,40,31,25,34
13,11,28,2,16
36,8,4,8,1
19,37,18,7,40
4,9,3,4,8
27,21,20,7,9
37,21,17,16,14
26,23,32,6,1
33,31,5,13,8
1,19,5,18,35
2,37,27,6,21
33,21,24,5,11
8,40,23,23,37
19,8,3,17,37
34,20,23,37,30
3,21,39,35,35
36,1,2,40,28
8,40,27,23,23
29,9,37,13,13
37,28,32,23,34
33,1,25,4,33
23,28,32,30,2
35,39,30,33,24
40,39,13,36,8
39,10,32,32,23
37,38,38,17,40
37,11,19,13,33
32,11,19,20,27
11,21,1,33,2
6,32,19,39,26
32,27,12,33,37
24,12,37,14,3
18,40,29,8,33
20,21,3,7,14
5,29,32,29,22
25,30,1,38,15
24,12,13,3,15
10,31,32,16,2
27,4,5,5,39
25,4,39,5,30
5,37,38,12,20
21,18,33,33,35
33,4,38,39,4
20,31,7,5,9
26,28,20,17,24
34,37,19,2,16
40,21,32,31,5
20,1,10,38,3
25,8,28,36,16
1,17,22,32,25
34,38,31,11,23
32,29,18,21,21
11,28,4,12,19
10,28,2,26,9
11,40,30,4,6
23,13,36,22,10
3,33,16,35,34
1,31,30,5,30
21,7,15,13,13
9,18,1,12,31
37,20,25,8,7
40,31,25,25,24
25,25,30,5,30
8,16,27,27,6
23,31,17,39,38
21,30,1,9,16
21,1,11,14,8
30,28,32,20,30
28,10,29,37,20
2,20,17,21,1
20,34,31,1,2
40,33,9,12,4
14,20,34,3,3
10,37,36,2,17
37,17,13,9,36
35,24,8,9,14
31,6,5,35,5
9,38,28,26,32
34,38,20,30,2
10,28,22,34,37
11,35,25,24,9
33,30,38,36,9
16,31,5,20,16
12,31,19,25,23
34,38,39,4,33
33,33,22,12,38
32,16,8,26,14
36,11,4,36,21
25,13,29,40,33
12,26,16,14,13
6,36,2,14,12
1,9,27,22,18
18,35,28,19,20
28,13,38,6,11
23,3,26,34,21
34,6,34,9,1
23,17,27,36,1
28,16,33,16,8
9,36,16,33,40
25,12,32,22,24
33,34,33,11,13
6,4,26,14,22
27,25,30,3,8
19,1,21,26,10
24,8,12,37,2
15,22,26,32,27
6,30,18,26,5
20,30,1,22,4
1,36,17,25,30
40,28,29,36,7
25,3,5,7,24
40,12,30,5,27
38,32,30,29,36
6,40,9,3,7
9,19,30,35,21
7,16,30,13,8
26,17,34,12,37
12,14,2,19,8
37,14,23,40,12
18,30,33,24,33
20,32,38,21,6
35,20,7,26,32
11,23,19,29,31
11,8,37,10,33
36,13,11,28,20
30,26,40,29,36
32,3,4,25,16
1,11,19,16,10
6,30,38,29,32
14,26,26,30,29
8,39,27,17,34
24,18,9,9,5
23,32,5,34,21
14,21,9,13,1
2,38,17,13,30
19,19,32,22,40
11,6,13,22,20
20,12,2,34,8
40,29,6,39,29
8,12,17,4,31
4,21,12,33,16
7,23,31,30,19
34,17,12,3,25
38,33,13,3,12
34,1,19,38,35
4,39,6,11,28
35,25,13,10,16
35,31,15,7,36
28,40,38,3,8
8,6,29,21,23
35,40,29,36,35
26,29,22,13,26
34,40,16,18,18
24,37,5,36,38
26,32,2,16,34
23,28,23,18,4
5,8,19,9,23
9,40,17,37,17
33,8,15,27,19
33,34,13,3,36
20,11,26,34,25
27,25,22,20,20
28,12,35,8,14
27,7,11,20,25
36,31,11,35,2
8,36,12,18,23
10,18,31,26,28
17,22,37,28,32
40,14,19,13,11
24,30,9,21,33
2,25,3,14,16
21,14,13,38,4
34,16,27,27,37
37,11,15,15,8
29,30,7,20,2
12,9,29,6,11
3,18,28,12,1
17,29,34,36,2
29,15,38,29,21
35,26,9,26,8
34,35,24,34,1
13,18,5,3,19
22,19,6,1,27
19,12,16,12,7
37,39,18,8,39
28,5,3,32,1
14,2,26,18,8
34,38,19,9,18
30,38,16,15,11
36,9,32,11,36
28,24,30,34,8
13,6,2,25,7
37,35,35,32,9
17,2,3,40,20
37,7,28,8,22
18,12,17,34,37
3,6,33,39,2
2,26,7,27,28
23,31,26,32,11
35,2,9,8,23
12,8,19,19,27
5,40,11,7,39
19,27,17,36,8
33,4,12,40,35
4,24,23,4,32
33,5,35,27,3
26,30,27,34,4
7,18,9,17,14
5,35,36,5,26
24,13,2,34,24
27,24,35,40,15
30,17,37,8,33
39,3,10,5,4
18,10,40,20,2
7,6,34,38,14
28,34,27,40,13
3,10,9,15,2
31,2,32,9,28
