200,50
31,23,34,29,23,20,39,7,22,15,31,22,35,31,39,12,35,31,35,26,32,35,25,34,29,13,34,1,25,18,7,6,14,1,37,22,10,5,24,3,36,29,1,36,29,30,17,8,21,14
23,4,29,5,19,25,16,20,15,36,35,18,27,23,7,16,7,16,21,40,25,6,26,37,38,10,11,4,8,4,35,17,19,16,24,40,33,14,31,31,24,35,14,27,13,17,28,6,26,9
34,23,18,9,35,37,39,24,6,26,31,28,25,38,23,11,16,38,15,7,36,8,25,21,2,4,28,24,15,20,8,1,3,33,33,31,10,19,38,28,18,10,19,28,9,24,22,18,3,39
10,24,20,19,37,12,9,29,23,3,9,28,14,2,36,35,35,37,12,26,1,13,17,16,17,17,12,4,27,16,13,20,30,35,4,35,37,6,28,1,29,27,23,10,30,24,40,39,5,7
6,11,15,21,31,15,36,29,15,36,34,6,17,29,19,31,35,1,33,25,32,21,35,8,12,38,9,29,19,12,34,22,18,40,21,26,12,11,25,18,3,4,28,33,33,39,16,19,25,30
17,1,16,34,20,24,1,33,39,37,6,12,9,3,4,18,17,29,22,29,2,32,16,35,7,24,4,34,11,40,38,6,30,1,12,21,12,15,26,32,25,30,26,34,9,5,8,15,32,28
7,40,2,4,10,9,15,16,14,15,39,8,17,32,17,20,32,2,13,20,25,16,25,4,7,26,5,21,31,40,3,20,23,13,37,29,17,9,22,13,39,21,27,8,17,19,6,6,29,31
23,2,14,31,7,12,2,24,40,18,6,19,4,32,11,19,39,17,21,32,24,32,35,10,12,39,25,16,22,36,29,13,26,39,26,40,16,7,16,25,35,23,38,12,30,11,7,14,15,12
24,31,29,13,35,21,27,36,18,6,33,12,7,24,37,28,18,28,22,15,31,37,30,6,4,27,37,29,3,40,7,31,27,32,26,9,23,1,1,20,20,27,22,9,6,22,7,18,39,35
35,9,10,9,22,20,30,23,40,6,8,28,31,19,25,16,36,11,28,27,29,30,20,12,10,16,1,32,16,18,20,12,22,25,17,14,17,16,26,26,9,12,18,8,1,6,23,20,16,13
35,39,9,40,22,34,13,15,32,25,15,2,5,30,6,29,8,24,37,37,38,13,15,7,37,20,17,40,31,25,26,7,2,15,12,30,13,12,34,29,27,36,16,35,16,17,13,25,32,3
27,36,32,3,2,17,39,28,29,28,1,30,1,11,17,18,24,11,22,35,33,25,29,22,21,32,30,7,34,19,39,11,19,9,26,8,28,39,25,15,38,29,31,14,33,30,34,37,9,36
36,10,35,1,29,20,15,24,18,1,29,19,2,27,11,14,4,21,39,24,12,26,7,21,4,11,8,39,20,31,31,36,40,29,18,21,23,11,5,20,38,13,31,34,9,23,6,5,20,13
6,6,2,1,27,15,27,25,33,32,10,8,36,12,24,33,6,25,8,26,28,34,22,40,15,35,40,9,16,14,14,28,18,4,28,27,12,21,28,34,10,13,23,1,34,39,34,20,18,3
39,22,9,1,18,24,27,15,6,13,36,33,19,2,30,10,6,40,37,16,21,33,32,28,27,22,35,37,8,20,7,4,21,34,6,24,14,3,18,10,4,36,13,29,10,31,23,38,26,24
40,28,3,12,25,30,39,17,25,19,35,29,18,9,26,14,36,21,24,31,22,23,17,6,26,31,4,6,38,16,3,40,30,36,37,23,1,22,5,32,20,22,13,4,25,5,33,40,17,15
13,4,31,32,19,3,40,40,34,10,24,24,36,18,13,3,9,19,38,29,9,26,23,26,25,26,36,5,5,19,16,36,34,7,14,26,20,26,37,30,24,16,40,17,32,30,36,8,36,26
27,22,23,15,4,14,27,26,36,27,22,9,17,14,7,11,14,40,34,8,32,33,11,26,1,34,4,35,38,8,28,19,2,35,28,5,10,3,6,19,28,2,2,23,29,39,17,10,25,19
35,29,8,40,12,22,22,40,39,12,7,17,2,36,33,7,22,24,4,32,26,22,16,39,7,17,23,1,4,5,6,19,15,20,14,25,9,6,7,25,38,28,3,38,6,19,14,28,19,6
22,38,28,40,8,21,40,34,3,24,16,34,30,24,32,1,37,14,18,27,4,5,31,25,36,4,25,30,9,31,2,29,23,8,29,19,32,25,5,32,9,18,23,29,30,22,18,26,21,20
11,23,32,19,4,17,26,23,32,32,2,9,8,30,9,16,33,39,35,4,31,15,28,39,4,3,27,34,8,37,13,21,23,17,3,2,29,13,30,31,32,6,3,4,16,23,27,29,32,23
5,21,38,6,17,36,32,7,39,17,24,28,29,4,21,28,10,16,19,37,2,3,19,12,3,38,8,15,32,10,34,26,2,16,18,33,10,35,11,31,1,23,3,24,11,32,11,3,31,40
2,39,10,17,10,39,39,36,31,34,19,13,15,28,29,26,5,38,16,23,17,24,31,40,26,7,27,22,34,40,24,34,21,8,35,18,10,24,25,36,15,37,25,29,28,14,13,29,40,27
21,13,20,16,19,7,3,12,25,18,3,4,32,28,20,30,35,12,35,37,39,14,24,22,38,30,17,34,29,15,19,38,19,32,28,27,27,14,2,24,35,13,27,7,1,16,20,15,40,2
20,33,17,15,25,16,23,14,3,13,40,5,35,20,35,25,30,26,29,32,21,28,33,40,34,12,24,15,10,4,29,26,9,29,19,36,26,27,12,39,14,24,33,37,13,23,25,6,9,33
30,15,8,11,20,40,32,23,24,1,34,4,24,10,5,29,10,13,32,33,24,38,15,13,27,35,28,38,22,18,13,36,19,9,40,20,33,34,15,35,15,30,32,15,16,23,3,37,8,23
18,38,8,3,22,3,24,5,21,10,15,4,2,5,29,18,8,15,27,28,13,33,16,4,8,23,3,23,19,40,4,19,40,10,33,18,31,26,13,6,32,16,40,4,23,34,24,31,25,15
26,35,20,2,34,20,5,25,17,40,15,40,12,29,27,5,33,9,27,9,26,33,19,33,34,11,1,28,39,13,1,17,39,30,22,9,10,16,12,18,11,21,12,15,36,5,37,26,18,17
35,22,3,11,4,24,11,33,26,38,33,35,27,12,17,13,8,32,35,27,9,28,16,34,34,16,15,27,2,6,1,9,39,13,22,20,32,30,1,18,12,8,29,31,5,34,22,34,11,6
9,4,30,2,9,36,28,22,18,3,30,25,26,21,21,6,39,29,15,5,39,3,2,40,29,34,35,5,18,9,40,30,21,4,28,34,5,1,38,13,22,22,21,22,28,38,31,1,6,39
7,16,39,6,19,5,2,34,12,28,32,21,40,18,10,30,13,17,7,6,36,13,24,18,20,32,33,15,3,17,17,32,11,10,30,30,21,25,26,32,7,32,36,20,10,19,18,8,2,15
11,23,7,21,25,9,23,24,17,33,10,1,39,17,18,38,29,34,10,40,11,17,28,26,26,31,4,34,14,9,23,37,12,2,35,2,9,13,24,25,9,39,10,36,35,35,4,5,11,27
5,34,15,7,38,37,4,30,14,26,16,37,11,18,20,26,2,5,20,38,38,18,24,10,1,25,16,3,10,13,35,21,12,20,28,37,38,2,9,5,36,3,32,27,12,11,36,19,12,17
1,13,6,13,35,19,2,3,23,4,40,31,36,33,33,13,6,10,18,22,23,10,6,4,35,15,36,22,10,19,17,30,4,34,1,39,20,8,37,24,23,1,3,19,31,29,31,30,37,30
11,20,1,37,32,36,14,39,1,24,9,5,30,2,26,35,23,28,30,21,36,24,18,18,32,33,37,39,40,21,36,16,34,12,9,21,20,16,26,5,15,14,36,3,18,6,10,25,27,20
1,35,2,24,6,36,27,29,29,3,15,10,21,32,14,6,13,7,26,11,35,6,24,6,34,36,18,13,18,28,38,39,9,36,39,2,13,9,3,6,25,32,11,25,11,5,32,24,38,20
1,40,19,11,11,30,31,8,3,35,7,2,31,21,4,21,21,35,37,16,2,6,32,16,3,21,10,26,12,13,36,31,10,28,28,29,12,22,1,16,9,15,37,1,21,15,27,32,10,8
6,29,9,35,13,1,21,16,34,1,14,25,30,17,3,23,8,37,29,29,37,36,24,22,30,34,17,32,20,8,14,40,4,25,12,36,16,2,29,9,38,23,17,39,13,36,12,15,21,15
9,35,21,22,35,38,5,10,17,35,35,20,16,8,26,16,27,36,17,7,36,7,7,33,37,34,8,20,12,12,3,18,39,4,10,18,29,15,39,2,16,2,17,3,21,9,14,28,36,6
19,23,28,34,1,38,3,6,29,2,32,15,37,24,11,14,3,38,9,7,6,38,3,24,27,15,23,40,11,14,15,17,29,6,30,27,13,14,37,7,11,6,7,18,38,13,15,6,15,19
27,31,29,32,11,37,3,33,35,30,27,6,15,40,2,39,4,38,25,17,33,6,12,32,12,11,15,1,38,2,6,30,23,7,32,2,24,19,25,5,19,23,7,16,32,25,3,3,15,4
20,32,25,7,15,30,36,31,17,40,27,3,38,39,29,13,18,2,16,22,38,37,2,36,8,21,18,11,36,7,27,34,37,34,28,20,15,17,20,40,10,8,24,22,7,27,39,31,32,27
12,4,22,27,23,37,5,39,29,24,17,29,7,4,29,32,32,18,19,23,15,29,16,15,17,38,7,9,36,36,31,8,10,15,7,2,35,22,8,40,4,2,18,20,22,34,3,39,5,29
21,21,20,8,9,1,16,2,25,6,6,29,39,1,19,11,37,25,12,30,25,20,17,37,11,25,31,22,28,4,40,39,39,37,40,22,3,31,23,13,9,1,29,30,21,12,33,39,16,20
38,24,15,31,34,2,25,26,14,26,5,17,20,4,25,7,32,18,23,8,21,4,19,22,3,20,26,39,5,25,29,35,38,9,16,34,14,37,21,20,6,14,24,28,30,2,21,25,38,7
34,31,6,27,20,32,9,34,40,36,9,5,15,4,2,20,38,37,30,38,39,9,36,7,30,28,22,6,24,28,12,3,17,22,30,17,33,36,5,6,20,19,36,31,31,15,7,40,31,2
35,11,28,7,10,28,38,39,2,31,4,40,3,20,39,39,37,36,13,24,7,35,20,3,6,26,39,23,9,1,26,4,30,2,17,35,37,16,21,13,27,7,2,26,14,27,25,25,16,40
35,13,27,10,5,38,32,10,19,2,26,2,16,38,31,20,25,31,19,16,22,4,8,39,26,36,5,15,9,29,24,37,32,6,16,25,24,19,24,29,2,31,13,6,11,7,8,37,33,1
30,8,15,1,15,30,38,12,21,26,6,3,16,15,33,27,17,11,12,25,25,34,25,39,33,26,3,37,35,23,39,40,29,28,27,23,10,22,1,10,36,21,23,12,39,23,23,1,11,1
12,35,13,29,7,20,28,31,24,36,11,37,37,36,1,27,7,10,5,27,8,26,25,29,11,36,25,9,16,18,29,33,36,22,24,19,33,7,26,38,31,28,37,34,29,25,31,18,17,10
19,35,8,25,8,17,5,4,28,27,36,26,33,27,3,8,3,6,28,36,21,30,5,32,26,2,15,35,2,1,9,28,6,36,24,15,25,13,5,21,34,5,19,34,13,31,22,37,38,40
21,34,12,15,30,4,37,33,31,12,5,9,11,19,30,16,12,14,20,30,24,22,10,24,21,2,9,14,7,23,16,35,5,33,17,32,16,33,31,20,24,19,1,1,38,4,38,17,7,20
37,34,30,32,33,12,2,26,19,31,40,33,24,21,12,7,36,28,3,33,32,23,8,7,39,25,19,31,4,25,5,38,35,10,10,23,34,31,15,21,38,21,32,34,26,33,14,7,18,13
29,24,20,10,17,36,4,30,25,17,32,4,13,22,39,30,29,9,28,33,15,6,21,12,1,1,27,40,23,3,21,20,20,24,18,35,1,27,10,37,14,20,40,9,35,6,24,24,4,27
27,36,18,17,40,31,9,15,6,17,18,21,3,33,12,20,18,35,30,9,25,2,10,23,18,31,3,13,22,37,39,6,26,5,14,40,40,21,33,8,5,31,15,28,36,14,39,8,18,3
39,27,24,25,38,16,34,5,40,31,38,16,8,34,34,28,3,31,30,5,8,22,40,37,10,15,24,18,14,39,7,1,28,34,21,14,21,20,1,19,12,35,40,30,2,18,25,4,12,12
2,12,7,2,33,11,21,29,20,9,29,22,38,34,7,31,24,23,23,8,30,10,33,9,15,17,17,18,14,33,17,21,25,28,35,19,18,9,35,18,34,21,21,4,22,38,22,17,11,31
14,35,8,40,19,6,4,24,38,13,32,22,32,40,37,5,21,1,18,40,38,2,39,37,25,14,39,26,15,2,24,14,3,3,14,21,27,28,6,22,30,6,25,37,10,37,29,34,10,37
22,29,22,6,5,34,23,13,9,36,14,24,6,27,5,2,24,40,31,1,18,29,12,21,27,12,32,5,17,2,31,28,26,40,16,22,30,39,36,8,6,34,36,40,34,5,8,2,34,19
30,34,14,20,18,11,29,24,35,10,31,34,29,15,15,14,35,8,18,30,39,10,34,32,31,14,37,37,23,13,19,32,21,35,9,5,10,11,19,1,1,34,35,17,11,34,9,30,11,27
17,19,29,3,27,36,1,31,7,4,4,37,23,14,38,1,12,9,29,10,18,6,27,9,34,21,6,40,16,22,22,36,18,24,14,13,25,12,6,22,31,10,29,6,7,32,33,22,14,1
7,23,12,3,38,30,4,24,17,7,1,16,36,6,18,16,2,32,29,5,38,20,38,32,40,32,40,26,22,15,11,26,25,4,32,15,14,23,12,31,3,33,39,36,17,39,5,15,39,6
3,33,8,3,3,38,6,12,6,21,13,11,14,8,30,34,3,9,27,19,26,2,40,39,32,36,17,19,25,36,1,33,16,37,35,10,36,25,37,20,11,30,33,34,34,33,34,29,25,19
3,34,1,6,32,3,18,37,22,15,35,34,1,11,13,36,35,31,3,27,14,18,4,6,4,12,37,7,25,4,25,28,17,13,14,19,17,37,1,16,33,19,24,31,15,15,24,11,32,24
39,32,36,7,9,11,34,3,17,40,20,30,12,3,11,37,25,10,22,26,6,7,1,5,36,30,1,24,24,5,18,10,20,12,28,11,27,3,18,39,25,6,25,18,26,19,37,23,21,33
33,19,2,22,8,10,11,17,36,37,31,13,17,32,10,25,7,16,1,6,4,8,22,23,34,31,4,35,3,37,28,23,35,29,6,29,29,21,7,38,10,40,20,36,13,32,40,15,3,10
25,28,3,10,11,26,3,6,26,19,10,24,28,30,12,14,3,27,21,24,14,7,13,15,34,8,39,28,15,9,6,2,22,26,25,26,24,30,38,3,31,38,22,26,12,15,32,28,38,5
33,2,13,16,3,24,35,20,19,13,21,13,23,7,6,34,5,12,7,27,10,8,27,18,40,30,31,22,23,28,20,7,14,17,19,27,3,21,15,18,29,5,9,12,31,38,4,10,40,28
39,19,12,32,18,10,30,31,7,27,7,37,12,6,36,3,36,7,34,5,5,38,40,24,28,18,26,39,38,11,16,6,7,34,21,33,21,18,1,24,32,40,38,28,21,20,27,31,32,9
34,11,5,4,9,14,27,5,29,18,27,30,2,29,25,36,34,2,13,31,35,26,8,3,21,10,21,33,32,14,11,15,21,15,22,31,7,25,33,29,25,16,39,12,38,30,25,7,21,19
27,37,38,21,15,23,39,28,27,27,39,3,16,18,33,22,20,38,26,28,29,6,22,24,12,10,38,14,17,15,31,38,32,6,7,35,27,1,37,39,29,12,24,33,13,17,33,6,18,12
11,14,23,34,10,4,10,24,27,33,26,9,2,25,37,9,38,5,38,7,31,27,20,19,14,19,17,16,17,4,25,17,8,5,7,33,33,36,4,20,32,12,25,28,14,2,8,39,4,34
9,17,38,32,37,13,36,38,6,30,39,40,30,7,22,14,33,2,1,6,15,2,26,10,34,32,31,14,30,19,18,36,16,11,3,22,38,8,28,15,34,23,11,30,30,25,31,24,12,36
15,28,37,10,32,8,38,12,33,29,33,24,36,21,30,31,22,11,32,7,5,20,12,12,11,39,6,26,9,7,29,2,3,26,18,1,19,28,15,31,31,8,31,24,4,40,23,14,9,18
20,28,24,27,8,36,31,14,24,1,6,11,31,1,31,13,35,33,34,10,15,12,20,27,31,36,11,29,6,30,31,14,3,33,10,25,19,5,32,33,15,7,21,36,30,27,13,17,32,23
23,19,11,34,1,28,3,11,10,38,11,31,40,12,25,21,1,17,22,4,2,17,15,37,26,17,26,25,37,33,2,34,8,7,5,16,12,5,12,12,1,9,12,19,29,21,10,11,6,11
10,20,8,11,4,22,18,17,6,7,40,26,8,19,22,1,3,34,18,11,1,37,18,12,37,24,20,30,18,23,28,32,23,1,29,18,35,30,4,1,9,22,8,9,30,37,13,15,2,5
20,2,37,29,6,19,11,26,39,20,31,30,28,21,40,33,38,36,9,8,18,21,1,25,18,19,38,25,19,27,25,32,37,23,21,21,10,23,9,2,18,29,15,24,3,27,12,28,24,29
36,29,15,17,15,26,35,14,8,4,31,10,27,32,13,13,39,20,5,24,18,32,11,36,31,11,35,20,35,17,5,23,18,24,6,26,9,3,30,2,31,36,31,39,32,16,10,18,37,28
30,31,21,38,6,19,3,8,28,1,7,7,7,4,15,3,22,10,16,29,11,24,38,30,37,25,12,39,31,24,25,40,16,23,5,12,7,2,33,6,11,18,23,40,31,16,27,32,36,20
3,3,6,12,27,20,9,13,15,34,11,21,24,35,6,33,1,14,5,24,1,26,36,23,8,31,9,15,12,16,31,18,7,29,10,2,18,26,40,16,8,2,16,32,18,16,8,27,9,16
37,15,13,22,36,34,11,2,3,8,7,5,32,1,24,29,37,37,8,29,9,29,27,14,29,31,5,19,38,13,10,12,29,3,31,36,12,26,30,18,7,40,36,30,2,34,33,9,39,36
23,13,12,31,7,11,28,23,23,9,6,38,23,11,21,19,32,16,5,22,3,5,3,27,9,32,21,18,40,33,5,3,6,9,29,33,22,34,38,17,37,33,10,34,6,17,9,19,30,38
1,36,2,23,7,40,37,5,17,4,38,22,36,7,40,27,29,6,33,20,13,30,18,16,12,24,26,27,3,5,14,34,30,14,5,19,8,33,33,8,32,5,2,11,31,25,4,24,13,23
10,11,21,23,30,14,14,27,29,13,31,30,8,9,34,17,6,31,35,24,18,9,18,13,17,35,4,15,30,31,27,31,3,36,16,25,17,20,29,14,12,36,39,37,36,29,18,29,39,3
14,30,26,25,34,39,37,35,29,9,18,15,25,8,18,34,22,8,27,2,6,7,25,29,7,24,3,4,25,11,39,26,20,19,34,13,24,8,11,26,5,37,2,37,35,12,6,3,31,32
10,31,19,27,3,14,18,14,6,40,4,5,15,9,12,19,4,23,12,28,22,4,13,6,26,39,24,35,1,27,21,4,24,39,15,34,28,21,16,25,27,32,10,36,35,37,20,16,15,34
40,7,22,11,18,35,28,18,5,1,33,36,2,9,27,36,34,23,12,34,39,28,1,21,6,21,34,24,21,12,1,10,33,13,20,25,32,33,24,34,14,23,17,27,14,4,4,39,22,38
27,7,33,40,30,23,8,7,18,34,28,33,23,7,19,27,27,33,18,20,12,18,22,38,24,29,18,26,32,11,21,21,15,29,18,11,2,25,27,4,34,12,29,24,32,1,5,6,37,16
8,17,38,38,20,9,30,28,28,5,36,32,26,36,25,26,10,30,11,38,9,7,34,5,33,28,11,17,20,22,24,14,4,2,11,2,8,36,12,15,4,31,27,35,29,17,35,20,26,4
12,4,16,12,15,32,15,27,2,11,26,11,37,7,39,12,12,17,31,38,24,36,32,15,22,23,21,22,3,23,14,31,33,1,13,36,16,12,9,10,10,27,12,31,14,33,12,3,30,3
32,16,39,31,1,11,10,35,20,25,6,27,12,11,9,7,17,22,2,29,34,7,20,37,5,27,30,36,25,11,24,16,9,26,29,17,34,14,35,21,9,17,28,10,32,22,13,20,20,7
4,10,31,4,5,7,5,39,7,13,22,23,36,37,25,29,4,8,2,24,11,2,30,15,30,23,31,21,32,28,14,28,15,4,25,23,20,3,3,29,33,39,17,22,34,3,2,18,39,17
3,24,21,29,40,19,10,33,26,2,6,21,37,7,31,23,9,12,3,40,11,13,12,10,11,36,24,1,30,10,40,32,20,4,15,2,20,34,4,1,6,14,1,15,6,32,14,19,28,39
25,30,5,16,13,31,15,7,26,31,15,18,6,19,5,6,10,7,34,39,34,15,8,11,6,13,12,3,1,21,1,1,26,11,29,16,31,36,32,17,32,29,1,36,7,39,24,18,4,27
30,15,12,9,21,14,26,9,19,33,17,17,22,3,31,40,4,6,24,26,38,21,9,39,4,29,30,27,12,36,23,24,28,2,19,7,31,31,34,33,9,7,1,25,18,2,24,9,39,13
39,4,13,1,30,18,1,29,3,37,26,35,1,27,27,8,40,40,13,25,15,16,30,34,28,13,32,8,6,33,9,35,12,14,31,20,4,22,29,21,28,8,21,17,5,36,19,31,2,20
5,27,7,34,12,20,21,15,11,30,39,18,37,26,8,18,34,28,17,38,21,10,18,14,4,13,33,10,9,20,26,37,37,29,25,2,29,20,4,39,24,8,31,21,20,39,1,28,13,34
38,37,38,35,32,3,22,23,6,28,20,31,16,37,35,4,23,26,36,11,29,40,4,28,8,8,34,19,2,22,24,16,30,16,4,6,2,14,11,21,23,21,19,27,10,5,27,32,7,1
15,33,2,29,31,16,37,31,13,23,19,27,10,30,5,3,36,15,9,23,18,10,35,15,25,9,36,12,8,5,26,40,21,31,30,14,3,1,36,14,9,30,38,3,10,13,15,19,40,17
35,31,38,39,16,40,15,16,21,9,38,11,21,19,20,7,36,28,10,10,31,6,25,8,32,38,5,20,19,31,8,12,20,34,40,11,25,8,20,39,20,7,10,39,36,5,12,30,14,13
29,22,30,7,30,30,3,38,1,23,1,20,11,24,12,32,4,3,16,18,16,17,13,1,39,32,6,2,33,3,5,37,35,14,3,36,18,3,11,10,4,16,21,32,25,27,39,22,3,20
33,23,12,7,18,33,40,16,29,3,13,5,17,11,25,37,35,15,15,4,24,10,18,21,18,34,8,31,26,28,36,21,30,13,17,5,3,14,29,30,5,16,21,19,14,24,30,12,10,4
23,20,15,39,30,25,3,11,27,35,8,18,20,40,27,28,37,13,24,3,3,25,19,24,18,14,3,22,5,38,28,8,13,19,9,27,12,39,22,6,4,27,37,10,28,24,30,35,6,23
1,11,22,29,16,12,10,26,38,8,7,38,11,29,17,19,35,33,29,32,20,8,28,32,19,31,30,37,17,34,12,7,30,28,39,9,38,10,34,35,16,1,19,22,29,11,36,25,34,28
7,14,39,17,23,14,15,9,38,3,8,12,11,5,20,36,15,39,11,2,6,34,40,6,5,29,34,28,10,16,20,37,7,21,16,24,9,35,28,40,21,5,4,35,37,38,1,17,11,12
6,18,19,6,17,24,23,12,38,21,19,4,17,23,37,3,23,18,4,7,17,11,35,2,10,15,18,20,25,40,29,14,36,6,14,39,40,36,2,31,24,6,17,30,10,10,24,27,34,30
30,26,13,16,38,38,5,11,37,18,27,25,40,11,20,38,37,31,33,12,7,22,30,8,5,20,39,17,24,22,8,36,19,7,31,26,14,19,9,8,29,40,5,13,19,26,20,25,14,1
35,31,20,28,8,30,27,30,21,17,16,34,26,3,16,39,32,7,1,12,7,39,25,25,27,22,35,12,23,40,11,10,17,40,6,12,22,22,37,6,8,25,28,8,20,17,30,7,22,18
38,40,9,19,18,27,16,21,39,18,12,26,21,16,23,13,20,17,39,31,5,20,3,30,27,34,18,18,21,17,4,22,38,37,37,1,5,10,11,28,33,13,21,12,4,20,3,20,2,11
17,36,36,10,26,20,14,2,30,5,3,37,14,21,35,2,8,33,17,23,31,39,14,9,4,22,12,30,28,34,24,20,23,23,13,11,6,25,35,32,14,12,19,27,36,19,21,2,31,16
37,31,21,9,10,28,23,38,21,13,18,14,11,23,15,17,27,15,8,13,5,21,19,3,31,4,10,3,16,5,36,37,3,26,35,22,9,16,34,20,31,27,8,11,37,17,33,27,31,23
